1		04/19/13		67.10 		3.451
1		04/26/13		59.23 		3.417
1		05/03/13		66.66 		3.386
1		05/10/13		63.90 		3.392
1		05/17/13		69.53 		3.454
1		05/24/13		77.19 		3.494
1		05/31/13		78.02 		3.466
1		06/07/13		76.44 		3.439
1		06/14/13		79.86 		3.431
1		06/21/13		81.35 		3.479
1		06/28/13		83.94 		3.495
1		07/05/13		79.85 		3.422
1		07/12/13		83.12 		3.4
1		07/19/13		79.26 		3.556
1		07/26/13		81.54 		3.62
2		02/05/10		40.19 		2.572
2		02/12/10		38.49 		2.548
2		02/19/10		39.69 		2.514
2		02/26/10		46.10 		2.561
2		03/05/10		47.17 		2.625
2		03/12/10		57.56 		2.667
2		03/19/10		54.52 		2.72
2		03/26/10		51.26 		2.732
2		04/02/10		63.27 		2.719
2		04/09/10		65.41 		2.77
2		04/16/10		68.07 		2.808
2		04/23/10		65.11 		2.795
2		04/30/10		66.98 		2.78
2		05/07/10		71.28 		2.835
2		05/14/10		73.31 		2.854
2		05/21/10		74.83 		2.826
2		05/28/10		81.13 		2.759
2		06/04/10		81.81 		2.705
2		06/11/10		83.40 		2.668
2		06/18/10		85.81 		2.637
2		06/25/10		86.26 		2.653
2		07/02/10		82.74 		2.669
2		07/09/10		82.59 		2.642
2		07/16/10		85.32 		2.623
2		07/23/10		87.66 		2.608
2		07/30/10		83.49 		2.64
2		08/06/10		89.53 		2.627
2		08/13/10		89.05 		2.692
2		08/20/10		88.70 		2.664
2		08/27/10		87.12 		2.619
2		09/03/10		81.83 		2.577
2		09/10/10		79.09 		2.565
2		09/17/10		82.05 		2.582
2		09/24/10		81.79 		2.624
2		10/01/10		69.24 		2.603
2		10/08/10		63.19 		2.633
2		10/15/10		65.80 		2.72
2		10/22/10		68.50 		2.725
2		10/29/10		66.24 		2.716
2		11/05/10		57.85 		2.689
2		11/12/10		59.69 		2.728
2		11/19/10		50.81 		2.771
2		11/26/10		62.98 		2.735
2		12/03/10		49.33 		2.708
2		12/10/10		45.50 		2.843
2		12/17/10		47.55 		2.869
2		12/24/10		49.97 		2.886
2		12/31/10		47.30 		2.943
2		01/07/11		44.69 		2.976
2		01/14/11		33.02 		2.983
2		01/21/11		41.40 		3.016
2		01/28/11		42.83 		3.01
2		02/04/11		38.25 		2.989
2		02/11/11		33.19 		3.022
2		02/18/11		57.83 		3.045
2		02/25/11		60.80 		3.065
2		03/04/11		57.77 		3.288
2		03/11/11		52.70 		3.459
2		03/18/11		62.32 		3.488
2		03/25/11		69.42 		3.473
2		04/01/11		55.43 		3.524
2		04/08/11		67.00 		3.622
2		04/15/11		69.48 		3.743
2		04/22/11		69.39 		3.807
2		04/29/11		69.21 		3.81
2		05/06/11		61.48 		3.906
2		05/13/11		74.61 		3.899
2		05/20/11		67.14 		3.907
2		05/27/11		76.42 		3.786
2		06/03/11		83.07 		3.699
2		06/10/11		83.40 		3.648
2		06/17/11		86.53 		3.637
2		06/24/11		85.17 		3.594
2		07/01/11		85.69 		3.524
2		07/08/11		87.70 		3.48
2		07/15/11		89.83 		3.575
2		07/22/11		89.34 		3.651
2		07/29/11		90.07 		3.682
2		08/05/11		93.34 		3.684
2		08/12/11		91.58 		3.638
2		08/19/11		89.86 		3.554
2		08/26/11		90.45 		3.523
2		09/02/11		89.64 		3.533
2		09/09/11		77.97 		3.546
2		09/16/11		78.85 		3.526
2		09/23/11		75.58 		3.467
2		09/30/11		78.14 		3.355
2		10/07/11		69.92 		3.285
2		10/14/11		71.67 		3.274
2		10/21/11		64.53 		3.353
2		10/28/11		65.87 		3.372
2		11/04/11		55.53 		3.332
2		11/11/11		59.33 		3.297
2		11/18/11		62.01 		3.308
2		11/25/11		56.36 		3.236
2		12/02/11		48.74 		3.172
2		12/09/11		41.76 		3.158
2		12/16/11		50.13 		3.159
2		12/23/11		46.66 		3.112
2		12/30/11		44.57 		3.129
2		01/06/12		46.75 		3.157
2		01/13/12		45.99 		3.261
2		01/20/12		51.70 		3.268
2		01/27/12		50.50 		3.29
2		02/03/12		55.21 		3.36
2		02/10/12		46.98 		3.409
2		02/17/12		43.82 		3.51
2		02/24/12		54.63 		3.555
2		03/02/12		58.79 		3.63
2		03/09/12		57.11 		3.669
2		03/16/12		63.68 		3.734
2		03/23/12		64.01 		3.787
2		03/30/12		66.83 		3.845
2		04/06/12		68.43 		3.891
2		04/13/12		68.08 		3.891
2		04/20/12		65.69 		3.877
2		04/27/12		67.20 		3.814
2		05/04/12		76.73 		3.749
2		05/11/12		73.87 		3.688
2		05/18/12		71.27 		3.63
2		05/25/12		78.19 		3.561
2		06/01/12		78.38 		3.501
2		06/08/12		78.69 		3.452
2		06/15/12		80.56 		3.393
2		06/22/12		81.04 		3.346
2		06/29/12		86.32 		3.286
2		07/06/12		84.20 		3.227
2		07/13/12		80.17 		3.256
2		07/20/12		83.23 		3.311
2		07/27/12		86.37 		3.407
2		08/03/12		90.22 		3.417
2		08/10/12		88.55 		3.494
2		08/17/12		84.79 		3.571
2		08/24/12		76.91 		3.62
2		08/31/12		82.64 		3.638
2		09/07/12		87.65 		3.73
2		09/14/12		75.88 		3.717
2		09/21/12		71.09 		3.721
2		09/28/12		79.45 		3.666
2		10/05/12		70.27 		3.617
2		10/12/12		60.97 		3.601
2		10/19/12		68.08 		3.594
2		10/26/12		69.79 		3.506
2		11/02/12		56.40 		3.386
2		11/09/12		61.90 		3.314
2		11/16/12		52.72 		3.252
2		11/23/12		58.06 		3.211
2		11/30/12		52.64 		3.207
2		12/07/12		64.19 		3.198
2		12/14/12		47.69 		3.168
2		12/21/12		55.14 		3.098
2		12/28/12		41.56 		3.108
2		01/04/13		39.12 		3.161
2		01/11/13		47.42 		3.243
2		01/18/13		40.98 		3.237
2		01/25/13		51.33 		3.227
2		02/01/13		54.75 		3.244
2		02/08/13		56.08 		3.417
2		02/15/13		48.92 		3.475
2		02/22/13		48.16 		3.597
2		03/01/13		46.08 		3.711
2		03/08/13		51.12 		3.658
2		03/15/13		55.14 		3.622
2		03/22/13		59.97 		3.611
2		03/29/13		50.54 		3.606
2		04/05/13		58.30 		3.583
2		04/12/13		61.23 		3.529
2		04/19/13		67.05 		3.451
2		04/26/13		58.13 		3.417
2		05/03/13		65.26 		3.386
2		05/10/13		63.51 		3.392
2		05/17/13		70.55 		3.454
2		05/24/13		76.83 		3.494
2		05/31/13		78.05 		3.466
2		06/07/13		76.20 		3.439
2		06/14/13		80.91 		3.431
2		06/21/13		81.11 		3.479
2		06/28/13		85.37 		3.495
2		07/05/13		79.48 		3.422
2		07/12/13		85.41 		3.4
2		07/19/13		79.16 		3.556
2		07/26/13		83.17 		3.62
3		02/05/10		45.71 		2.572
3		02/12/10		47.93 		2.548
3		02/19/10		47.07 		2.514
3		02/26/10		52.05 		2.561
3		03/05/10		53.04 		2.625
3		03/12/10		63.08 		2.667
3		03/19/10		60.42 		2.72
3		03/26/10		57.06 		2.732
3		04/02/10		65.56 		2.719
3		04/09/10		68.00 		2.77
3		04/16/10		66.98 		2.808
3		04/23/10		67.87 		2.795
3		04/30/10		70.24 		2.78
3		05/07/10		73.47 		2.835
3		05/14/10		77.18 		2.854
3		05/21/10		75.81 		2.826
3		05/28/10		78.60 		2.759
3		06/04/10		78.53 		2.705
3		06/11/10		82.10 		2.668
3		06/18/10		83.52 		2.637
3		06/25/10		83.79 		2.653
3		07/02/10		82.20 		2.669
3		07/09/10		81.75 		2.642
3		07/16/10		84.32 		2.623
3		07/23/10		83.32 		2.608
3		07/30/10		82.04 		2.64
3		08/06/10		85.13 		2.627
3		08/13/10		86.74 		2.692
3		08/20/10		88.02 		2.664
3		08/27/10		86.15 		2.619
3		09/03/10		84.16 		2.577
3		09/10/10		80.84 		2.565
3		09/17/10		82.36 		2.582
3		09/24/10		76.90 		2.624
3		10/01/10		73.60 		2.603
3		10/08/10		66.99 		2.633
3		10/15/10		69.71 		2.72
3		10/22/10		71.64 		2.725
3		10/29/10		72.04 		2.716
3		11/05/10		62.94 		2.689
3		11/12/10		62.79 		2.728
3		11/19/10		57.72 		2.771
3		11/26/10		68.71 		2.735
3		12/03/10		53.76 		2.708
3		12/10/10		51.13 		2.843
3		12/17/10		52.20 		2.869
3		12/24/10		57.16 		2.886
3		12/31/10		53.20 		2.943
3		01/07/11		53.35 		2.976
3		01/14/11		44.76 		2.983
3		01/21/11		50.74 		3.016
3		01/28/11		48.71 		3.01
3		02/04/11		45.95 		2.989
3		02/11/11		43.57 		3.022
3		02/18/11		61.58 		3.045
3		02/25/11		67.40 		3.065
3		03/04/11		65.11 		3.288
3		03/11/11		61.29 		3.459
3		03/18/11		69.47 		3.488
3		03/25/11		72.94 		3.473
3		04/01/11		68.76 		3.524
3		04/08/11		72.55 		3.622
3		04/15/11		75.88 		3.743
3		04/22/11		76.91 		3.807
3		04/29/11		78.69 		3.81
3		05/06/11		69.45 		3.906
3		05/13/11		79.87 		3.899
3		05/20/11		75.79 		3.907
3		05/27/11		84.41 		3.786
3		06/03/11		84.29 		3.699
3		06/10/11		84.84 		3.648
3		06/17/11		86.96 		3.637
3		06/24/11		84.94 		3.594
3		07/01/11		85.10 		3.524
3		07/08/11		85.38 		3.48
3		07/15/11		87.14 		3.575
3		07/22/11		86.19 		3.651
3		07/29/11		88.07 		3.682
3		08/05/11		88.45 		3.684
3		08/12/11		88.88 		3.638
3		08/19/11		88.44 		3.554
3		08/26/11		87.67 		3.523
3		09/02/11		89.12 		3.533
3		09/09/11		81.72 		3.546
3		09/16/11		83.63 		3.526
3		09/23/11		80.19 		3.467
3		09/30/11		82.58 		3.355
3		10/07/11		75.54 		3.285
3		10/14/11		73.75 		3.274
3		10/21/11		69.03 		3.353
3		10/28/11		71.04 		3.372
3		11/04/11		59.31 		3.332
3		11/11/11		61.70 		3.297
3		11/18/11		63.91 		3.308
3		11/25/11		68.00 		3.236
3		12/02/11		54.97 		3.172
3		12/09/11		49.26 		3.158
3		12/16/11		57.95 		3.159
3		12/23/11		53.41 		3.112
3		12/30/11		48.29 		3.129
3		01/06/12		52.42 		3.157
3		01/13/12		51.86 		3.261
3		01/20/12		56.20 		3.268
3		01/27/12		58.06 		3.29
3		02/03/12		59.33 		3.36
3		02/10/12		51.65 		3.409
3		02/17/12		52.39 		3.51
3		02/24/12		60.12 		3.555
3		03/02/12		61.65 		3.63
3		03/09/12		60.71 		3.669
3		03/16/12		64.00 		3.734
3		03/23/12		66.53 		3.787
3		03/30/12		69.36 		3.845
3		04/06/12		73.01 		3.891
3		04/13/12		72.83 		3.891
3		04/20/12		72.05 		3.877
3		04/27/12		73.39 		3.814
3		05/04/12		79.51 		3.749
3		05/11/12		75.19 		3.688
3		05/18/12		72.38 		3.63
3		05/25/12		78.58 		3.561
3		06/01/12		81.55 		3.501
3		06/08/12		81.65 		3.452
3		06/15/12		84.66 		3.393
3		06/22/12		82.70 		3.346
3		06/29/12		86.42 		3.286
3		07/06/12		83.14 		3.227
3		07/13/12		82.28 		3.256
3		07/20/12		81.38 		3.311
3		07/27/12		84.94 		3.407
3		08/03/12		86.55 		3.417
3		08/10/12		85.85 		3.494
3		08/17/12		87.36 		3.571
3		08/24/12		83.01 		3.62
3		08/31/12		85.18 		3.638
3		09/07/12		84.99 		3.73
3		09/14/12		78.36 		3.717
3		09/21/12		72.78 		3.721
3		09/28/12		77.46 		3.666
3		10/05/12		72.74 		3.617
3		10/12/12		70.31 		3.601
3		10/19/12		73.44 		3.594
3		10/26/12		74.66 		3.506
3		11/02/12		61.61 		3.386
3		11/09/12		68.72 		3.314
3		11/16/12		61.10 		3.252
3		11/23/12		61.69 		3.211
3		11/30/12		57.50 		3.207
3		12/07/12		65.09 		3.198
3		12/14/12		54.72 		3.168
3		12/21/12		59.39 		3.098
3		12/28/12		51.76 		3.108
3		01/04/13		46.52 		3.161
3		01/11/13		49.83 		3.243
3		01/18/13		49.09 		3.237
3		01/25/13		57.85 		3.227
3		02/01/13		62.81 		3.244
3		02/08/13		62.77 		3.417
3		02/15/13		57.36 		3.475
3		02/22/13		59.96 		3.597
3		03/01/13		54.19 		3.711
3		03/08/13		57.25 		3.658
3		03/15/13		61.99 		3.622
3		03/22/13		70.38 		3.611
3		03/29/13		60.69 		3.606
3		04/05/13		65.89 		3.583
3		04/12/13		67.56 		3.529
3		04/19/13		71.69 		3.451
3		04/26/13		65.23 		3.417
3		05/03/13		69.73 		3.386
3		05/10/13		68.93 		3.392
3		05/17/13		75.33 		3.454
3		05/24/13		81.27 		3.494
3		05/31/13		78.99 		3.466
3		06/07/13		80.11 		3.439
3		06/14/13		78.61 		3.431
3		06/21/13		82.81 		3.479
3		06/28/13		85.14 		3.495
3		07/05/13		81.59 		3.422
3		07/12/13		84.86 		3.4
3		07/19/13		81.11 		3.556
3		07/26/13		85.53 		3.62
4		02/05/10		43.76 		2.598
4		02/12/10		28.84 		2.573
4		02/19/10		36.45 		2.54
4		02/26/10		41.36 		2.59
4		03/05/10		43.49 		2.654
4		03/12/10		49.63 		2.704
4		03/19/10		55.19 		2.743
4		03/26/10		39.91 		2.752
4		04/02/10		48.77 		2.74
4		04/09/10		54.16 		2.773
4		04/16/10		56.23 		2.81
4		04/23/10		56.87 		2.805
4		04/30/10		53.04 		2.787
4		05/07/10		56.77 		2.836
4		05/14/10		62.35 		2.845
4		05/21/10		67.40 		2.82
4		05/28/10		67.73 		2.756
4		06/04/10		70.83 		2.701
4		06/11/10		78.45 		2.668
4		06/18/10		81.53 		2.635
4		06/25/10		81.10 		2.654
4		07/02/10		73.66 		2.668
4		07/09/10		80.35 		2.637
4		07/16/10		78.53 		2.621
4		07/23/10		79.78 		2.612
4		07/30/10		80.70 		2.65
4		08/06/10		76.53 		2.64
4		08/13/10		78.08 		2.698
4		08/20/10		78.83 		2.671
4		08/27/10		74.44 		2.621
4		09/03/10		76.80 		2.584
4		09/10/10		73.54 		2.574
4		09/17/10		64.91 		2.594
4		09/24/10		60.96 		2.642
4		10/01/10		63.96 		2.619
4		10/08/10		67.73 		2.645
4		10/15/10		62.03 		2.732
4		10/22/10		64.17 		2.736
4		10/29/10		56.94 		2.718
4		11/05/10		51.60 		2.699
4		11/12/10		52.65 		2.741
4		11/19/10		48.05 		2.78
4		11/26/10		48.08 		2.752
4		12/03/10		46.40 		2.727
4		12/10/10		42.40 		2.86
4		12/17/10		46.57 		2.884
4		12/24/10		43.21 		2.887
4		12/31/10		38.09 		2.955
4		01/07/11		39.34 		2.98
4		01/14/11		31.60 		2.992
4		01/21/11		38.34 		3.017
4		01/28/11		40.60 		3.022
4		02/04/11		34.61 		2.996
4		02/11/11		33.29 		3.033
4		02/18/11		48.17 		3.058
4		02/25/11		49.00 		3.087
4		03/04/11		46.56 		3.305
4		03/11/11		50.93 		3.461
4		03/18/11		51.86 		3.495
4		03/25/11		59.10 		3.48
4		04/01/11		56.99 		3.521
4		04/08/11		62.61 		3.605
4		04/15/11		62.34 		3.724
4		04/22/11		68.80 		3.781
4		04/29/11		64.22 		3.781
4		05/06/11		63.41 		3.866
4		05/13/11		70.65 		3.872
4		05/20/11		70.49 		3.881
4		05/27/11		73.65 		3.771
4		06/03/11		78.26 		3.683
4		06/10/11		80.05 		3.64
4		06/17/11		83.51 		3.618
4		06/24/11		81.85 		3.57
4		07/01/11		84.54 		3.504
4		07/08/11		84.59 		3.469
4		07/15/11		83.27 		3.563
4		07/22/11		82.84 		3.627
4		07/29/11		84.36 		3.659
4		08/05/11		86.09 		3.662
4		08/12/11		82.98 		3.617
4		08/19/11		82.77 		3.55
4		08/26/11		81.47 		3.523
4		09/02/11		77.99 		3.533
4		09/09/11		73.34 		3.554
4		09/16/11		72.76 		3.532
4		09/23/11		69.23 		3.473
4		09/30/11		72.15 		3.371
4		10/07/11		65.79 		3.299
4		10/14/11		63.75 		3.283
4		10/21/11		64.79 		3.361
4		10/28/11		55.31 		3.362
4		11/04/11		49.86 		3.322
4		11/11/11		47.12 		3.286
4		11/18/11		50.44 		3.294
4		11/25/11		47.96 		3.225
4		12/02/11		38.71 		3.176
4		12/09/11		31.64 		3.153
4		12/16/11		36.44 		3.149
4		12/23/11		35.92 		3.103
4		12/30/11		36.89 		3.119
4		01/06/12		38.64 		3.158
4		01/13/12		34.41 		3.263
4		01/20/12		42.09 		3.273
4		01/27/12		40.31 		3.29
4		02/03/12		41.81 		3.354
4		02/10/12		33.00 		3.411
4		02/17/12		34.19 		3.493
4		02/24/12		41.31 		3.541
4		03/02/12		50.38 		3.619
4		03/09/12		53.63 		3.667
4		03/16/12		59.81 		3.707
4		03/23/12		59.07 		3.759
4		03/30/12		72.63 		3.82
4		04/06/12		67.69 		3.864
4		04/13/12		68.69 		3.881
4		04/20/12		68.60 		3.864
4		04/27/12		76.47 		3.81
4		05/04/12		80.14 		3.747
4		05/11/12		67.64 		3.685
4		05/18/12		68.43 		3.62
4		05/25/12		77.47 		3.551
4		06/01/12		77.41 		3.483
4		06/08/12		78.11 		3.433
4		06/15/12		80.94 		3.372
4		06/22/12		81.63 		3.329
4		06/29/12		84.23 		3.257
4		07/06/12		80.37 		3.187
4		07/13/12		76.86 		3.224
4		07/20/12		79.14 		3.263
4		07/27/12		81.06 		3.356
4		08/03/12		83.86 		3.374
4		08/10/12		83.21 		3.476
4		08/17/12		81.41 		3.552
4		08/24/12		75.76 		3.61
4		08/31/12		76.47 		3.646
4		09/07/12		82.09 		3.709
4		09/14/12		68.20 		3.706
4		09/21/12		68.97 		3.721
4		09/28/12		71.74 		3.666
4		10/05/12		63.07 		3.62
4		10/12/12		57.11 		3.603
4		10/19/12		64.46 		3.61
4		10/26/12		63.64 		3.514
4		11/02/12		53.31 		3.404
4		11/09/12		59.47 		3.337
4		11/16/12		49.86 		3.271
4		11/23/12		55.09 		3.233
4		11/30/12		50.91 		3.24
4		12/07/12		53.67 		3.227
4		12/14/12		42.57 		3.193
4		12/21/12		44.80 		3.112
4		12/28/12		37.93 		3.125
4		01/04/13		33.11 		3.177
4		01/11/13		38.92 		3.235
4		01/18/13		34.06 		3.232
4		01/25/13		47.49 		3.22
4		02/01/13		49.07 		3.232
4		02/08/13		49.86 		3.401
4		02/15/13		44.70 		3.451
4		02/22/13		44.68 		3.602
4		03/01/13		42.56 		3.694
4		03/08/13		53.21 		3.647
4		03/15/13		53.39 		3.611
4		03/22/13		58.55 		3.593
4		03/29/13		50.36 		3.575
4		04/05/13		57.70 		3.552
4		04/12/13		60.06 		3.504
4		04/19/13		63.28 		3.436
4		04/26/13		58.15 		3.397
4		05/03/13		64.18 		3.369
4		05/10/13		64.01 		3.371
4		05/17/13		70.50 		3.437
4		05/24/13		76.73 		3.462
4		05/31/13		79.17 		3.438
4		06/07/13		78.11 		3.413
4		06/14/13		79.24 		3.415
4		06/21/13		79.10 		3.453
4		06/28/13		86.29 		3.452
4		07/05/13		76.96 		3.385
4		07/12/13		82.30 		3.368
4		07/19/13		73.29 		3.518
4		07/26/13		78.96 		3.58
5		02/05/10		39.70 		2.572
5		02/12/10		39.81 		2.548
5		02/19/10		41.14 		2.514
5		02/26/10		46.70 		2.561
5		03/05/10		48.89 		2.625
5		03/12/10		58.50 		2.667
5		03/19/10		55.46 		2.72
5		03/26/10		52.47 		2.732
5		04/02/10		63.18 		2.719
5		04/09/10		65.19 		2.77
5		04/16/10		65.30 		2.808
5		04/23/10		65.13 		2.795
5		04/30/10		67.53 		2.78
5		05/07/10		71.53 		2.835
5		05/14/10		74.79 		2.854
5		05/21/10		75.20 		2.826
5		05/28/10		79.81 		2.759
5		06/04/10		79.54 		2.705
5		06/11/10		80.70 		2.668
5		06/18/10		83.91 		2.637
5		06/25/10		83.72 		2.653
5		07/02/10		81.25 		2.669
5		07/09/10		81.14 		2.642
5		07/16/10		83.98 		2.623
5		07/23/10		83.66 		2.608
5		07/30/10		82.46 		2.64
5		08/06/10		86.10 		2.627
5		08/13/10		87.41 		2.692
5		08/20/10		87.71 		2.664
5		08/27/10		87.05 		2.619
5		09/03/10		84.06 		2.577
5		09/10/10		79.86 		2.565
5		09/17/10		82.28 		2.582
5		09/24/10		78.53 		2.624
5		10/01/10		71.10 		2.603
5		10/08/10		64.99 		2.633
5		10/15/10		68.11 		2.72
5		10/22/10		70.96 		2.725
5		10/29/10		70.58 		2.716
5		11/05/10		58.88 		2.689
5		11/12/10		62.37 		2.728
5		11/19/10		52.52 		2.771
5		11/26/10		66.15 		2.735
5		12/03/10		51.31 		2.708
5		12/10/10		48.27 		2.843
5		12/17/10		51.61 		2.869
5		12/24/10		55.01 		2.886
5		12/31/10		49.79 		2.943
5		01/07/11		48.30 		2.976
5		01/14/11		37.74 		2.983
5		01/21/11		45.41 		3.016
5		01/28/11		44.50 		3.01
5		02/04/11		41.67 		2.989
5		02/11/11		38.25 		3.022
5		02/18/11		58.83 		3.045
5		02/25/11		63.35 		3.065
5		03/04/11		60.35 		3.288
5		03/11/11		55.74 		3.459
5		03/18/11		64.31 		3.488
5		03/25/11		70.71 		3.473
5		04/01/11		61.50 		3.524
5		04/08/11		69.64 		3.622
5		04/15/11		72.02 		3.743
5		04/22/11		74.34 		3.807
5		04/29/11		74.75 		3.81
5		05/06/11		66.27 		3.906
5		05/13/11		77.38 		3.899
5		05/20/11		71.37 		3.907
5		05/27/11		80.14 		3.786
5		06/03/11		83.81 		3.699
5		06/10/11		83.61 		3.648
5		06/17/11		86.84 		3.637
5		06/24/11		84.76 		3.594
5		07/01/11		85.81 		3.524
5		07/08/11		86.64 		3.48
5		07/15/11		88.64 		3.575
5		07/22/11		86.97 		3.651
5		07/29/11		89.42 		3.682
5		08/05/11		91.07 		3.684
5		08/12/11		90.16 		3.638
5		08/19/11		89.35 		3.554
5		08/26/11		89.18 		3.523
5		09/02/11		90.38 		3.533
5		09/09/11		79.04 		3.546
5		09/16/11		83.55 		3.526
5		09/23/11		78.01 		3.467
5		09/30/11		81.16 		3.355
5		10/07/11		71.64 		3.285
5		10/14/11		72.36 		3.274
5		10/21/11		66.90 		3.353
5		10/28/11		69.27 		3.372
5		11/04/11		56.71 		3.332
5		11/11/11		60.71 		3.297
5		11/18/11		64.33 		3.308
5		11/25/11		61.93 		3.236
